"review","sentiment","reviewer","score","type","stay"
"Very nice, cozy and all interior very luxurious. if you want to find hotel with traditionally reflect to the Indonesian culture and heritage, tentrem is highly recommended for you. free shuttle to maliobro every hour from 8am - 9pm. hospitality in this hotel also above average, everytime you call to operator, they directly call your name, very personalize service  the price of this hotel is very reasonable, with about 5 stars service, the price considerably inexpensive. the food provide for breakfast are vary from local traditional food to international food.   The corridor to the room remember me for marina bay sands hotel in singapore...  if you go to yogyakarta, you should try this hotell","Positive","sofianshen76",5,"Traveled with family","July 2014"
"I stayed for couple days for holiday with my big family, what a nice hotel ! you deserve to get 5 stars certificate (even more)....room, restaurant and food are excellent!  I like the front office staff greetings and especially with traditional welcome drinks, the smell of lounge also very traditional but modern.  Will back for sure, with good price!","Positive","Tulus",5,"Traveled on business","June 2014"
"Stayed for 3 nights at Premier room. It was a spacious room with complete facility: big LED TV, free wifi, desk clock with ipod docking (but it was broken), and touchless room key with card. Modern touch in bathroom design, with rain shower and separate toilet/shower glass box. Nice couch on the balcony facing pool. Various choice of food for breakfast, Grand Duck King inside, and a huge in door playground for kids. Good and responsive services.  Strategic location, closed to Malioboro, and other tourist attractions.  Just some small issues: clogged drain in shower and lost my sleeping pills. Reported it and responded well, but no one touch the pills including the room attendant who claim saw it on my desk but did not touch it. I hope there was no one enter my room and misuse…","Positive","ponix",4,"Traveled with family","July 2014"
"I loved the hotel. My kids loved it too. They swam in the pool and they could play in the kids indoor playground. The standard room was huge, my entire family of 2 adults and 2 kids can fit in. The breakfast was superb, they even provide low fat menu for dieters.  And, the service was unbeatable. My son left his goggle at the pool. The hotel called me after I checked out and mailed the goggle to my home address.","Positive","Wiinnnaaaa",5,"Traveled with family","August 2013"
"Stayed here for one night and found it to be excellent. It is very similar to many large 5* hotels all over the world. It was clean with all amenities and excellent room service, which was also  incredibly cheap. Breakfast was buffet style which we found to be unusual during our stay in Indonesia. However it was the best breakfast I ate during my month in Indonesia and it catered for all tastes and nationalities.","Positive","Stephanie058",5,"Traveled with family","June 2014"
"A friend of mine recommended this hotel, as it has positive reviews and apparently  it is one of the newest hotel in Jogja. In my opinion, the prices were reasonable, especially for this luxury oriented type of hotel. The first impression that I got from this hotel was good, until I lay down on the bed. I don't know if it is only in my room or not, the sheet was shockingly smell like sweat, fortunately on the next day they changed the sheet. Moreover, the staff in the restaurant wasn't as friendly as those in the lobby, they (staff in the restaurant) didn't even let me know if they about to start to finish the breakfast time, I realized it when I wanted to take the food from the tray , and one of the staff already emptied it. In my opinion, they should have double or even triple…","Negative","Alexander  B",3,"Traveled with family","June 2014"
"One of the best hotels I have been in my life! Great value for the money you pay. The service, impressive, the breakfast and the swimming pool…fantastic! I would recomend this hotel to all person who are looking excellent service, relax in a city where it is difficult to find and comfort! There are many 5 star hotels in Europe that are under the Tentrem standards!","Positive","Enlluernar",5,"Traveled on business","August 2013"
"Stayed at this hotel for 3 nights in early June.  'tentrem' is derived from the Javanese word roughly means peace. The hotel is very thick with Javanese culture. Dominated by brown and light brown color, with a Javanese decor. You'll see a lot of batik ornaments at this hotel.  The bedroom is very large, marble floored. The beds are very good quality with lots of choice of pillows. There is a long sofa on the side of the window, also with some pillows. Linen is very clean and soft. The bathroom has a modern design. There is a choice between a regular shower or a rain-fall models.  Breakfast is quite varied with more local food. The food is very tasty.  The hotel also has a smoking room, and the smell wafted up the corridor. This room should be placed on a special floor, and do…","Positive","Totosp",4,"Traveled with family","June 2014"
"Hotels with menu and tasty food is guaranteed. Good design comfortable. Good air quality is good hygiene. The bedrooms are very comfortable though sometimes less soundproof bedrooms. Cooling a nice space. The bathroom was also nice. Reception was friendly and courteous. Help sincerely. I will be back again in the hotel tentrem ....","Positive","StephanosIvan",5,"Traveled with family","June 2014"
"a few weeks ago, I drove my colleague to just drink beer, we really liked the atmosphere and place, ebony waitress in the lounge of my colleagues always smiling even if she was not aware there was a meeting with his guests in another place, a comfortable place to relax,..cheeeerrrssss..","Positive","andra d",4,"Traveled with family","May 2014"
"We stayed here with friends for two nights and booked through booking.com. The hotel is very new and the design is rather spectacular. We organised an airport pick up which was very reasonably priced and were picked up by the driver promptly in a Toyota Innova.  Check-in was quick and we had our rooms on the 6th floor. The rooms are large and offer a lot of space. The bed was comfortable and the furniture was of high quality. Our room had two balconies but we did not use them.  The fittings were very nice although the finishings in the bathroom could have been a bit better. However the material chosen was of good quality. The hotel staff was very helpful and friendly throughout our stay and were all smiles.  The breakfast was very decent and had a large choice and quality was…","Positive","jetsetlife888",4,"Traveled with family","June 2014"
"we had a wonderful stay at this hotel. check in was quick. the bed was divine, sheets were crisp and clean. they also had a fruit basket ready for us. the staff was quick to set up an extra bed as well. . i would definitely stay here again should my travels bring me back to see borobudur.","Positive","Anna C",5,"Traveled on business","November 2013"
"A very decent hotel for a short stay. The room and bathroom were clean and spacious. The standard amenities were just enough for basic needs. Breakfast buffet offered a vast variety of food and drinks with focus on local cuisine, which was nice. Good value for the price. ","Positive","erafael",4,"Traveled with family","June 2014"
"Was curious about this new hotel, I booked Hotel Tentrem for my Christmas holiday last year. I stayed there with my husband and son (was 3 years 9 months). It did not take too long for us enjoying this hotel...the playground, kids pool and the room...also foods served for breakfast..everything was so perfect!","Positive","ayoe bientang a",5,"Traveled with family","December 2013"
"This hotel has everything we need .. good location, great breakfast selection ,the gym room also great and the room is very luxurious ..comfortable bed, large bathroom , av entertainment in standard room ","Positive","Kuromaru30",5,"Traveled with family","December 2013"
"Hotel Tentrem Yogyakarta may be the most kid-friendly hotel in Yogya. Its biggest selling point has to be the huge kids indoor playground over-viewing the spacious swimming pool area. Your children will never be bored. Even the rooms are geared towards families: standard rooms are huge and connecting rooms are available. We really enjoyed our stay there.","Positive","Beatrix H",5,"Traveled with family","January 2014"
"Beyond expectations.... From the building design, interior, and the arts that scattered around the hotel. The rooms are the most spacious in town, very comfortable indeed. Cleanliness is superb. And they're the first hotel in Jogja equipped with smart TV (more TV channels with video on demand would be great, though). Not the most expensive hotel, but surely the most luxurious. Downsides : breakfast are so-so... Plenty of choice, though. No free-WiFi in rooms & public space (well it's a trademark of a 5-star hotel, isn't it?) Definitely my first choice if I ever comeback to Yogyakarta. ","Positive","DrTjokro",5,"Traveled on business","May 2014"
"I feel very glad on my latest business trip to Jogjakarta when I choose this hotel. This is a relatively new  5 or 6 stars hotel in town with a very careful finishing touch. The location is not far from central or Keraton (palace). Room is specious with good quality material. The executive floor has a large lounge and a very helpful staffs. You will enjoy the breakfast with its many variety of dishes. I will certainly come back for this hotel on a business trip.","Positive","UdoJalan",5,"Traveled with family","April 2014"
"One of the best hotels in Jogjakarta. The location is strategic. The rooms are very spacious and comfortable. Sleep quality is very good. The quality of breakfast was exceptional. This is the first time I found a place for breakfast is very large and very complete menu variants. The quality of the food was also very good. I highly recommend this place to stay for families or couples who are on vacation in Jogjakarta. In addition you get a place to stay, you also get a place for relaxation. If not constrained by the relatively small land area, the hotel actually deserves to be called a resort","Positive","DidikKwok88",5,"Traveled with family","April 2014"
"In my opinion, this hotel a recommended to anyone plan to stay in Yogyakarta, The modern, pleasant, charming, clean hotel. But,the differences with other hotel in Indonesia the ""atmosphere"".This hotel didn't make ""javanice"" atmosphere with building or ornament but with the ""posture"" or javanice culture"" of the employee.You will have greeting from employee not with ""good morning "" etc but ""Sugeng enjang"". Even though the meaning is same, but in javanice culture is mean the high respect to visitor. The special services better than other hotel,this hotel provide JAMU to the visitor. JAMU is a special herb for medicine and make health who consume regularly.JAMU have special position in java culture. The deficiency of this hotel only need a extensive yard for jogging…","Positive","Budi R",5,"Traveled with family","May 2014"
"Tentrem has excellent nice ambience which is suitable for both relaxing & work.  The room is spacious with nicely arranged amenities. Bed is large, lux beddings, furniture in solid wood with high quality finishing, bathroom is perfect with shower & tub, generous towels.  And the one which often lacking in smaller cities than Jakarta is lighting, but Tentrem has selections of lightings to choose from dim to very bright.  I love it!  Considering the price, it is really worth it. Oya, the staffs are all friendly, the welcome drink is unique , Indonesian jamu selections , healthy drink & complete with cold towel.","Positive","Lani H",5,"Traveled with family","May 2014"
"So I stayed at Tentrem for a total of 3 Nights, It was a Business/ Holiday so my family was there. The hotel is Grand, it just opened and the Interior was a Javanese themed.  As a new 5 star hotel, the service was as good as it boasts. We got a welcome Herbal drink (Very unique) and a very welcoming staff.   The room was GREAT, clean and well worth the price. We stayed at the hotel most of the time, so usually it gets boring for the kids, but on this trip My kids got enough activities in the hotel that they kept asking to come back. Tentrem got a HUGE Playroom filled with Jungle Jim and toys etc, they even have classes and programs as well for the kids.    Lastly the most amazing part is the buffet. Either Lunch, dinner or Breakfast the number of food being served is mind…","Positive","bellepue",5,"Traveled on business","February 2014"
"We stayed here for 3 nights. I did some research and found out that this hotel is fairly new (opened in late 2012).The rooms are big and tidy. The breakfast spread was very good. Do try their local selection of food at the Kayumanis Cafe. Staff are friendly and helpful and majority of them spoke understandable English. There are two 24 hours convenient stores just across this hotel and ATM as well. Overall, a very well located hotel linking to the roads leading to the attractions.","Positive","Daniel L",5,"Traveled with family","April 2014"
"Great service, beautiful room. Excellent staff service.  Staff always give a big smile on their face. Respond from staff are fast and patience.   sauna and Jacuzzi is nice place to go for relax. Variety choices and nice breakfast provided.  Service are tip top too.","Positive","chunal",4,"Traveled with family","April 2014"
"Following our bad experience at Novotel Yogyakarta, our tour manager recommended us to try this wonderful hotel. We felt the warm welcome right from the time we stepped out of our car. We were greeted affectionately by the porter, the door man, the concierge, right to the receptionist. On our tour manager’s request, the hotel management promptly conducted a tour of the hotel facilities and the guest rooms for us even before we made our first reservation.   Hotel lobby gave an impression of spaciousness, cosy and not bare, guest rooms are spacious and tastefully decorated with a touch of elegant and luxury. The hotel management’s attention to details is admirable, we were presently surprised to see stool in the elevator catered to aged patrons. Overall experience was great. Will…","Positive","Kool123934",5,"Traveled with family","April 2014"
"What a great experince we had staying at this hotel. From the time we checked in until checked out, great service. Traditional breakfast was just marvelous. Oh and I love the welcome drinks. Location was great. I will definately be back and stay there.","Positive","ibuwangi",5,"Traveled with family","November 2013"
"After checking some other hotels we finally, more accidentally, landed at the entrance of Hotel Tentrem. And it was a real good choice. It starts when the staff welcomes you at the main entrance, then the very polite and extremely helpful employees at the reception, the nice guys who helped us with our luggage, the big parking space underground with direct access to the lobby, the amazing rooms with the window between bathroom and bedroom, the unbelievable huge and very good breakfast buffet and not to forget the great spa facilities downstairs.  Conclusion: all in all a great hotel with top service for a relatively moderate price. I will for sure stay their again in case I travel to Yoyakarta.","Positive","Andi",5,"Traveled on business","April 2014"
"We stayed here last long weekend as a couple. This was our first time visiting Jogja city. Hotel Tentrem turned out to be a lot larger than we expected – for some people this might be a plus point, for us it was a detracting factor, because the service feels a lot less personal. Pros: i) respectable-sized pool that you can swim in, ii) standard of food was decent (I thoroughly enjoyed the Sambal Prawns and Nasi Campur that I ordered for lunch, and my other half liked his Western sets too), iii) great service at the concierge – the staff there are always all smiles and very helpful in helping us get Taxis etc, iv) free “shuttle service” going to Malioboro which turned out to be private cars! That was really great! v) the price levels of the hotel spa were really reasonable and I…","Positive","Carolyn N",4,"Traveled with family","April 2014"
"I have heard so many times that Hotel Tentrem is the new best hotel in town. And finally, I stay at this hotel last week and yes it is really new best hotel in town. I am really satisfied with the room I stayed. It's big and have a nice great bed, and one thing that I like is the light. It's really bright. The hotel rooms should have bright light like Hotel Tentrem have. I stay at the 6th floor and I get the pool view. The room is also clean. At any rate, everything in the room is excellence and the price is not that expensive if it compared to ther 5 stars hotel.  They also have a very good services from the receptionist to the technician, they work really fast and they will try to fulfill your needs as quick as possible. And when you register at the receptionist you will get…","Positive","JayKhouw",5,"Traveled with family","April 2014"
"At the first time I heard about Hotel Tentrem, I wasn't very excited because the name was not familiar for me. But, when I knew the review score from one of hotel review website, I felt so curious because most of the reviewer said that the hotel was so good. Been a week staying in this hotel and here is my review : The good things are : - The building is new and luxurious - The waiter/ress are so friendly and helpful - It has the grand ducking resto (the chinnese food is yummy) - The public toilet is so clean The not so good things are: - The free internet speed was below my expectation, but you can buy a voucher for getting faster internet access - The location is not so near from Malioboro, approximately 15 min by car (shuttle from hotel to Malioboro is available per hour) -…","Positive","Oktarina R",4,"Traveled with family","April 2014"
"Nothing you can say for the hotel but the best.  Big room and tidy room, traditional but modern, I mean the room is very modern but you still can find traditional food in minibar, even most of the, traditional foods.  The breakfast also perfect for me.  You can find many traditional foods, I mean javanesse food in the restaurant.  If I can change the hotel stars, I will chane it to 5+ Stars or even 6 stars","Positive","Mohammad Y",5,"Traveled with family","April 2014"
"Nice hotel.. price good.. Very traditoonal Indonesia.. Clean, friendly all hotel staff. I love this hotel.. Very recommended in clean, price, bedroom. near to yogyakarta downtown. Good for family travell. Nice for business too. ","Positive","Ari R",4,"Traveled on business","April 2014"
"We stayed at the hotel for 2 nights. We booked our room via email and only made over payment at they day we checked in. The hotel is brand new only open last year (2013).   Pros:   The hotel is new and clean. It looks very grand and has elements of Indonesia’s traditional in their hotel designs.   The hotel staff and people are very friendly and helpful.  Free wifi, ask the staff right after you check in. The speed is good  no need to pay extra for higher speed.   The hotel staff can speak English, may not be very fluent but they can understand you (which is good)  The service is also good and reliable. We asked for umbrella and they gave us one on our way out of the hotel. Just state your room number.  They scan you bags and luggage on the first day you arrive at the hotel, so…","Negative","deviki",4,"Traveled with family","March 2014"
"then this is one of the best!  If you like a five star experience of accomodation where you are in an airconditioned room and not really experiencing the town and not really having to ""fair for yourself"" then this is great..the best really I have experienced.  The price is so good for what you get- would have to pay double in Australia maybe more? Amazing breakfast- special shout out to the Barista..the yummiest 3/4 latte ever! Lovely lovely staff- could not do enough for you.. Incredible pool The whole building and the interior design of the place is faultless Had the most incredible manicure- the lady went to so much trouble. Childrens play area included and pool table and soccer table- staff even played with son!..  I cannot rave more about the place however, if you don't…","Positive","regulartraveller29",5,"Traveled with family","April 2014"
"A relatively new hotel in the area, the Tentrem offers the highest service levels and five star amenities. Excellent leisure and dining options are available as well as play areas for kids, an infinity pool and well equipped gym.    I stayed 2 nights and had dinner in the excellent Grand Duck King restaurant, (see my separate review).  Breakfast was one of the best I've ever had. Around 12 different stations offering Western and Asian food options. From waffles and pancakes to traditional Indonesian cuisine. Service was so good, the head chef walked me around the stations and talked me through everything. I had the best latte I've ever been offered overseas. I checked out the following morning at 4am.  Breakfast doesn't start until 6am so the reception offered to make me up a…","Positive","MisterPeeTee",5,"Traveled with family","March 2014"
"the location of the hotel is quite surprisingly unexpected in the midst of nowhere a grand building stand erected in the midst of unexpected common houses once you are inside, you can tell by the interior how grandeur and high end the hotels are  the service was nice  and the breakfast buffet was excellent  i would love to come again and stay with this hotel the next time i visit yogyakarta","Positive","Dicky_Tjhin",5,"Traveled with family","November 2013"
"This was my second stay at Tentrem and I thoroughly enjoyed it. Strengths include the 'hardware' of the hotel and most of the staff. However, service in the Coffee Shop at breakfast was generally poor - although the buffet itself was of a high standard. The public areas are beautifully decorated  and give a real sense of luxury.","Positive","markatpurple",4,"Traveled on business","March 2014"
"Spent one night in Hotel Tentrem. First impressions when I walked into the lobby that this hotel is very modern and luxurious. I love the spacios room, well equipted. I love all thw modern paintings in the hotel. I had mie goreng jawa in the coffee shop, it was very delicious, tasty not blant like a usual hotel food. I had a great time in Hotel Tentrem.  However, I think staffs should be more attentive, helpful and communicative to thw guest, it is often that I passed somebody that they are only lookjng at me without even a good morning or how are you. Service quality must be improved. ","Positive","RusliSantosa",5,"Traveled with family","March 2014"
"When we arrived in JOGJA we stayed with family for a day and then headed out to find a decent Hotel. Business-wise I have a lot of experience in the Industry so it is hard to please me from a customer perspective. We looked at all the 4 and 5 star top properties in the city. One caught our eyes and won our hearts from the moment we drove up to the entrance....  HOTEL TENTREM - from Javanese language  it means peace and tranquility. This is truly how you can describe this place.  We came for a week and stayed 3 weeks. Now this is our 2nd stay in this hotel. To start.... The hotel is band new, very nice design, with great attention to detail. It s truly beautiful and classy.  The welcome by the staff is amazing. You feel welcome and pampered from the very beginning. Everyone is…","Positive","Krzysztof D",5,"Traveled with family","February 2014"
"I was stay here for a couple of week ago during my business trip. This hotel was very luxurious and big. Room was nice and clean.. well equipped with the updated facilities. seems like every corridor have different wallpaper and art. the very impressed one is the staff's unifom. a famous Kebaya designer in Indonesia named ""Anne Avantie"" designed for it. very great...but compare to all unique things in this hotel, the meeting room was so plain. due to my business trip, I can't enjoy  all facilitates there...wanna back someday for holiday purpose","Positive","megarizkiana",4,"Traveled with family","February 2014"
"I stay in Hotel Tentrem last year, 2013, for one night since my office held an event there. All i can say is that the breakfast was completely yummy, the variety is also many, you mingt not be able to taste all of it in one time breakfast. You better stay at least 2 days to taste all of it.  The room. Well, it has good and deliciously comfy bed, nice lay out, modern set of shower room. What about the interior?All I could say is that it was a divulge of Chinese and Javanese, you can see from the painting the balcony, choice of color. However, if you are considering budget in accomodation I am not suggesting this place since it was very expensive. But if it's for bussiness thing then I suggest you choose this among other five start  hotel. The location is not far from Tugu…","Positive","Tyas P",4,"Traveled with family","April 2013"
"I was amazed with the uniquely interior design of the lobby since my first step into the hotel. It 's so wonderful, mostly with Javanese style. iron made ornaments was placed on the wall, along the corridors to the room. Since it was a quite new hotel, so everything was in an excellent conditions, and I like the quality of the bed linen the most. A smart TV is placed on the wall, it displayed a warm greeting to us (with our name written on it),  we did the room delivery order also by using this smart TV by select the displayed menu. I forgot to mention that they served the Javanese traditional drink namely jamu beras kencur (mix of rice and galanga) and kunyit asam (mix of tumeric and tamarind) as the welcome drink, they were so tasty. I think because the hotel belongs to the…","Positive","Eswaryanti",5,"Traveled on business","January 2014"
"We stayed at the executive suite on the 8th floor. For check in, friendly staff escorted us from the main reception on ground floor to executive lounge check in on the 8th floor. Room was impressive and very spacious. We loved the interior which was modern but with touches of luxurious javanese timber. Bed is very big (extra king size) and with many pillows (6 pillows from my memory). Our room had separate living room which was also spacious and with its own powder room. We were travelling with our baby and nanny, so the separate livung room gave us privacy. We also requested and got complimentary baby crib. Bathroom has his & her wash basins, separate shower, separate toilet and a large bathtub. I tried gaharu spa - hot stone massage, was very relaxing. Spa interior was superb…","Positive","Christina S",5,"Traveled with family","January 2014"
"We stayed 2 nights in December 2013 over Christmas. It's been almost 2 months but the  positives linger. I'll summarize our stay with one word- 'excellent'. I have nothing but compliments for the staff of this hotel. Check-in: smooth - though  we waited around 1 hour for our room to be ready- we did arrive well before 2 pm, so, this was okay. Yes we did get the traditional drink -jamu- mentioned by one reviewer. Front office was a bit frazzled - quite a queue- it's Christmas eve after all, but it was service with a smile.  Room: Ours was just a standard room- but it was an impressive standard room. We had 2 super single beds with one day bed- the super single can sleep 2  ( Asians) comfortably., and boy...the mattress was thick, sheets were  cool, clean, fine cotton/linen,…","Positive","hana2112",5,"Traveled with family","December 2013"
"Provided the hotel with my arrival details before arriving. Reached the hotel at 1pm and was told the room wasnt ready. It is almost 3pm n i am still waiting at the lobby. Nice looking hotel but service is clearly lacking....","Negative","holidayloverSG79",4,"Traveled with family","January 2014"
"We spent one night at Tentrem Hotel on April 2013. Arrived at the hotel early, but we can checked in on 11.00am. The lobby was big and beautiful. Checked in fast and they served traditional welcome drink, it called jamu.  The bedroom and bathroom was nice and clean. Room was spacious with two 1.40m width single bed, suitable for traveling with family. Breakfast was perfect. You can choose many selection kind of food from traditional Indonesian, Japanese, International up to diet food. Don't miss it. Swimming pool and health club also clean and nice. At the health club, they provide Hot and cold whirlpool and sauna. The chains of Duck King restaurant also available at this hotel. If you like a famous roast duck can try at this restaurant, but a little bit pricy. Recommended…","Positive","RyanD404",5,"Traveled with family","April 2013"
"we stayed for 3 nights in Prambanan Suite. the room have 2 bedrooms and living room. the bedroom and bathroom are spacious. the bedroom have separate shower, toilet, and bathtub   They have many selection of breakfast from sushi, noodle station, dessert station, gudeg, jamu, and diet breakfast. I tried the spa (Gaharu Spa), once you enter the spa the atmosphere is very relaxing the best part of the spa is you get 40% discount on weekdays. we went there from Friday-Tuesday, i regret only tried the spa on my last day.   For the executive lounge in 8th fl, once you come in it feels like you're in your own living room. I could spend a whole day just read a book in here with unlimited food. They also have playground for kids, Fitness Center, jacuzzi, and swimming pool.   Once that I…","Positive","CakXoxo",5,"Traveled on business","January 2014"
"We stayed for 3 nights and it was wonderful. It's a new hotel and you can tell. Impressive lobby and very friendly staff. Check-innwas swift. The rooms are spacious with a very good bed. Our room had a both way see- through wall between the bedroom and the bathroom so it may be a bit too intimate when you don't share a room with your significant other. The room has a decent sound isolation. It was very quiet in the room.   The pool is a piece of art by itself, with strategically placed trees and sunbeds.  The gym is well equipped.   Breakfast is in a big restaurant and very extensive. There is alot of choice from classic indonesian dishes to sushi, even belgian waffles with icecream!  One thing some people might not like is that at the poolside they were playing music from 10.00…","Positive","Ryan K",5,"Traveled with family","November 2013"
"I spent 2 nights in premiere room and i really enjoyed my stay here. I really love the bed, simply the best among the other hotel i've stayed. The room have spacious balcony with couch, but the room itself not as big as i imagined before. The bathroom is with shower, no bathtub, and head of shower kind of rusty, might be need some little check from housekeeping.  And I love the breakfast, gudeg and waffle are recommended. Room service is inexpensive. I order oxtail soup at 3 AM and they delivered it quickly and it's delicious. If you stay in Friday, you might want to try their dinner buffet in Kayumanis restaurant. This also inexpensive. Try oxtail soup and chicken, you won't regret it.  The only problem is lift waiting time. I went on holiday season, so for lift you have to…","Positive","Sylvi H",5,"Traveled with family","December 2013"
"this is a new hotel and the smells of 'newness' make me happy. The check-in was swfit and prompt and room key was handed to me in 7 minutes. Took  two minutes to photocopy my passport.  Breakfast spread was sufficient offering the standard international buffet. Outdoor smoking area with pool.  Rooms is designed with the modern contemporary look, and internet connection was good.  Bathroom is quite small with toilet and powder area and bathing area all next to each other. No convenient for bigger size guests. Hotel is not within the city area. One needs to haul for taxi whenever you go. No too many restaurants around the hotel, but a few ATMs.","Positive","inxpekto",4,"Traveled with family","October 2013"
"We were spent 3 days 2 nights in this hotel last week. The first impresiion when entering the hotel is, luxurious! We love the interior, it's mix between Javanese and Chinise culture wraped in modern atmosphere. The elevator has been occupied with touch screen technology, make it look more modern and lux as well. Only took few minutes for check in process and we can enjoy the room imediately. The room itself quite spacious with twin big bed even can fit for me and my husband. The service of the staff very nice and friendly. No complain at all. Highly recomended for family, since this hotel also have a playground for the kids.","Positive","SiscaMayaAry",5,"Traveled with family","December 2013"
"My favourite hotel by far! more than we bargained for. Stayed there in April it was fairly new, the service was excelent, facilities very grand. Breakfast to die for. Had a view of Mount Merapi, room beautiful and spotless. Also near to Malioboro street and near the train station.","Positive","Hashiemeya G",5,"Traveled on business","April 2013"
"Good service, nice place, though i have to wait for more than 2 hours for my second room. The room is big and nice. My room view is mount merapi. The staff is helpful. The housekeeping service is quick. The pool restaurant is a bit long in servicing the order. This hotel is only one year old. Since it belong to the 'jamu' company... So we can taste a bit of refreshing'jamu' for our welcome drink. Will get back to stay in this hotel again...","Positive","Bowbee",4,"Traveled with family","December 2013"
"thats what tentrem does to you… its a new place was staying here the 3rd time this year..its a treat to your eyes..stayed in the room overlooking the pool ..simply beautiful with an artistically laid pool..it has a good spa and a nice restaurant..a little from the airport though! but once you are there its sublime...","Positive","rajdking",4,"Traveled with family","December 2013"
"My second stay with hotel tentrem always good, food so delicious and a lot of choices , located at am sangaji street and close to malioboro market, room is large and clean, nice pool and large lobby, one of favorite hotel at jogja ","Positive","Catherin O",4,"Traveled with family","December 2013"
"My wife like to try this hotel...  For that price i think it should be more than regular hotel...  Should wear swim pants..., i don't bring one... I ask how much the chipper one its about $16... Hhhhmmmm...  I son want to play at children playground, but he shoul wear socks..., don't bring it eather...  AFTER ALL...  The Breakfast is GREAT...","Positive","Sate T",3,"Traveled with family","December 2013"
"stay at this hotel is like in heaven , the reception staff was professional , great food and great service at the restaurant , and the room so amazing , big thumbs to puput , shandy  for your excellent service ,thank youu","Positive","yohanessolo1",5,"Traveled on business","November 2013"
"The location was average, even it's not too far from Malioboro. Come into the lobby you will get the feel that this hotel still new and luxuriuos. The lift using touchsreens in the left n rihgt side. The room is big with nice king koil bed(s). Amenities was quite complete with the big bedroom which one side of the wall using glass with blinds. The LED TV was big and new model, but the tv programs still analog i think, because the picture a little blurred. Breakfast was good with a lot selection. Even thy had a diet breakfast. Almost all the food is good, except fot the japanese sushi which i felt a little tasteless. Overall it's a very good hotel.","Positive","anatsir",4,"Traveled with family","November 2013"
"We arrived at around 7AM and the receptionist required as to pay half of the 1 night price, otherwise, we would have to wait until 12NN to check in and so we agreed. The good thing is that the staff are friendly and even gave me a cake on my birthday the next day. The room is big, however, the view isn't good and a bit far from the center.","Positive","elaine25_2000",3,"Traveled with family","November 2013"
"Stay at this hotel for 2 nights. I love everything about this hotel and suitable with family with young children. The room is huge, the bed is big and comfortable, the breakfast is awesome. my two children was enjoy stay here and looking forward to stay here again when we visit Yogyakarta.","Positive","Mooilaura",5,"Traveled with family","November 2013"
"i love this hotel. i think it is the best hotel in Jogja now. it combine luxury and culture. the name reflects the culture of Java, different with the other 5 stars hotel. they usually using western name. we will feel the java atmosphere if we stay there. but you also feel the luxury n modernity. the room and bathroom are very spacious. you can find modern and full facilities in the room.  hotel provides huge variety of buffet breakfast , but need to improve the taste.  it has fitness centre, swimming pool, whirl pool, kids club, etc. very complete and great facilities. have a free time to enjoy all facilities and you will not regret. my kids didn't want to go home because they enjoyed swim and play in kids club.  the staffs gave surprise for my mom on her birthday. nice and…","Positive","muvee_freak",4,"Traveled with family","October 2013"
"stayed at the suite with my sister for one night before our flight home. the room is really amazing. comfortable and luxurious, definitely home away from home!   but seriously, they charge a hefty amount for breakfast? really? we stayed in the suite and we didn't even get free breakfast? in the end, me and my sister didn't take the breakfast - we just had ala carte. the taste is excellent, however, the service took kinda long. we have to wait for more than thirty minutes for our meal (we ordered three kinds of food) and we kinda rushed because we had to catch our flight.  overall, it was a nice stay at hotel tentrem. wish I stayed longer!","Positive","himeshinra",5,"Traveled on business","October 2013"
"I have been in many hotels in Indonesia, though this was my first time in Yogya, and considering the price it is the best hotel in the country. Also, I have been to hotels in the over 50 countries I have visited and will further state it may be, again considering the price, the best hotel in which I have ever stayed. The staff are so professional, courteous and helpful, and ready to do whatever is necessary to accommodate their guests. I was first given a smoking room, then moved to a street-side one which was noisy, and then moved again to a beautiful and quiet room that was just great for me. The pool is the finest I have ever seen anywhere: hotel, municipal, university etc. It is 50 meters long and gorgeous like a work of art, the pictures are accurate. The bathroom is…","Positive","KevinShea",5,"Traveled with family","November 2013"
"Hotel Tentrem is the ideal choice for family traveler. They have huge playground for kids under 10 and a huge swimming pool.  The room is perfect for family with two kids since it comes with two queen size beds which makes everyone can sleep comfortably.  The size of the room is huge with very good amenities and sophisticated TV set, they use the latest smart tv from Samsung.  As for the wifi, they have two options, in room wifi or hotel wifi, better to choose hotel wifi as it is faster than in room wifi.  The breakfast is excellent with so many choices of Javanese food, western and Chinese food.  They even serve ""Jamu"" traditional Javanese drink.  For family travel, this is perfect choice for Yogyakarta visit with rate is reasonable with quality and service you received.","Positive","ucartech",5,"Traveled with family","October 2013"
"I stayed here for four (4) nights in late September / early October staying in the Executive Suite on Level Six (6).   Only a couple of hours before arriving I organised a transfer from the airport. They said it was booked, but then back flipped and said they couldn't do it. Strangely, there was someone on my flight who did get a transfer. To their credit they did call (while I was boarding in Jakarta) but this could have been handled better.  Due to my late arrival, check-in was conducted in the lobby. Reasonably quick and friendly, before heading straight to the room. They didn't apologise for the mix-up with the hotel transfer. The lobby is opulent, without being jaw-dropping, the freshness of the public areas lets you know this a new hotel.  The suite is very well sized, all…","Positive","BrisbaneAust",4,"Traveled with family","October 2013"
